০০০,7188607429006920169879111274257233848431079508084849032997140865753710438941
০০১,13532942233589371792200946984853437367022375957611179848751404613275066935990
০০২,95102466268953724535603097782130046222156506187904873211453304033078917265074
০০৩,85792953432396477168018802974505443730020701372189498265664094472149703267741
০০৪,74636449113313208060701939034904458528598350084767588585031331923379991095760
০০৫,75948673626225961474039328964457720594633863470011854127339634294030687845354
০০৬,11332553039614143002275310256308918104394218469887412997947556563457711958102
০০৭,14730072677423752184569891632009061512508393315932639157925769065472137036804
০০৮,72990411942084194615277572996972481714158115003552799358602168831385708635324
০০৯,342620464035826340025314172536654686915111730936061603010084894246876079873
০১০,107428594770164566163187509342554165274001749727278894614413714536099958728928
০১১,22676430857308984364166053390317300564746299874358318287708548362813029688742
০১২,77002772891816940262373120004661451136227708571621612000984068386225410968952
০১৩,71209525579170347273547381034599280727554631342604297885868406819490489950987
০১৪,42956505012614236303908047647460876339848311771436030220275503730110768622048
০১৫,29639142566492480127606402084543754136886335796052530252477182564006425089158
০১৬,52551112571654456708846660717976668785790806549330783828206289603718647093060
০১৭,13048182224756161419485386617950734593892998392825844314948626936225922714552
০১৮,42611383544254304431240502901527230899581893603022353760962289612479725430269
০১৯,40324842002752018711001291668895288624996381562344526763080991973146419415141
০২০,97010794552621375684021630936364874460148056649091187111682893835154828162717
০২১,50110782327242016609286665153486119594058858667778853441026312414719938896949
০২২,59432580924429146730594652022998822809502594712274109556659357371397598389073
০২৩,43630980776896600235233592520589463993365677353283523288374540294049816202147
০২৪,33799942207218132100433075007946639841809588659276800211913426037247164445510
০২৫,71900041545501480732133369000387943775149481925556500653856992848345864236829
০২৬,36930050429986161468638966381602259402663896112962251990246100680167789102557
০২৭,1926491866284167074789297990151148446691163759649371753068888904721245668843
০২৮,95711796893766532824097866442027376353949229764434666714996011609487901660758
০২৯,84680616145098345904327328732817280237711840137865402434729138224269860913987
০৩০,16864647063849218054949658165761372161575491913239630673966061675095691636976
০৩১,70995574621031608622468531772094215229360474351352537151692750289657932242493
০৩২,113756959935236879200818917241202869093249896964000485669728880731821772555478
০৩৩,86970548821415599774662611300516470637801013903778181018015462109579295915858
০৩৪,38484521204755799100750522981326050550290555858670627505773670242385287244306
০৩৫,87784097008340228912605940765788404521104117672813056948066475924978020742947
০৩৬,76965596764461350904626336618295198625671423570546660436586169275819534392623
০৩৭,114091116329748896412974127778614576635563665294038491579123498596619110626216
০৩৮,9074706068685591805140297547507132397079933491464232293451998178298910843463
০৩৯,25710363554221657822530652370347676694790013702581898196692563666993934924385
০৪০,36450058942076471421773532498199863700485505658803971587071720296378932918963
০৪১,77195642155405335983643672438006467925785902003749875640472754687440480310520
০৪২,10558156546302382411603758932104529801602477114964518124277154503490794405540
০৪৩,92492073070813314776200455275165683041298772037218988248510385649445774204234
০৪৪,54276938456907237184208731028266125341549625131083617541242524423069972855563
০৪৫,75513583814388511538889921145873198089021771324989248457681039674369690528539
০৪৬,60368006012638041941471108256614860791294089257807504729573017878859380696680
০৪৭,110301059631679398319597006753700772140137461072000650846844353451046394924518
০৪৮,78620827421113140993259806033862570077535297531840735255715864050343675439085
০৪৯,46138341317153630827580401872268122987761703761338009246058062567187026838541
০৫০,86336872830668668133885711553791432927918560483230151823109696802949744592483
০৫১,78304242986878031057585319815128276150708187594938090281432577188302662666701
০৫২,92578893887913488573244816833728535026696888676348195944716801438613759544847
০৫৩,110848252814181936214253132149085242726720929693690340753468581866706866909889
০৫৪,61497242168446647015840547611584258724240410224725833517411473756429366015960
০৫৫,26228568669409971839086047746789112631147950800218069643832574304669859489193
০৫৬,49957378712870172370836753882972578092428311981045524426224473297252334721978
০৫৭,92619546514972409108135646251237823999138148349370587431112787411823852955616
০৫৮,36361675849890673205064174266686449368714379290927967203079936051345369315934
০৫৯,100122146918083903358531305021503035126787862356890364882898237271291497010242
০৬০,93128442711215415616716916349292499127216657790475865791643075154213659621080
০৬১,51542358126316691557828488927895807686017560177864019082976134754848733081283
০৬২,47983466460728356972939097139904461240528721740142422666163788873316721468697
০৬৩,86608923607394735566114102956552303996643224311192755239950443951061527958289
০৬৪,53039507197413437457783251667754129357140910793800088036322467241548629001378
০৬৫,87840303590808426949073409215963031355873455810809143944506608000800247992009
০৬৬,89761477973980904686855175920330300673687291662188044532803740584898060359214
০৬৭,59942073648948873094870254996542295228638638838022442429393391764651725734423
০৬৮,110260979508883342539782620916490833983775740807633501307953070884794828463177
০৬৯,21728585365471140318007486228012074234687954307267809010352378519535898257443
০৭০,5455508362395390382946471994701541952278079064889305272995588636618478609777
০৭১,46308378081568711192864288483296294171559710864458404009175349668081564382762
০৭২,22210169369219085616722283661755963003369676536255691466378487493080818056882
০৭৩,110563562564354743745735867193156323513478585251224865632703047675973079120701
০৭৪,43244985747656734767099809254329336054926090692171472397062792211843218440260
০৭৫,88919929923772690017288504203807226747920354578950995612998800255980033331109
০৭৬,23136411466706279012045534321589385727560412387598649062915589912186315905479
০৭৭,90696172866686992550804483997709753816228618608967764522752176648484579287861
০৭৮,114558665612927037817420161184989846996445827112678695102137700923227236942576
০৭৯,50083736232458082204995558788495659048011252579048894774512016712420643808397
০৮০,76639635550244156165404642999947623404491430040902263082885669823907272880507
০৮১,29044929357074256104885287040971345407202757703077109876600839421510386799915
০৮২,67452669442481492873914561801343317071908884427210446074026731114122731278481
০৮৩,75937524261381439047904087517796988007653452697118383826817888312153026896
০৮৪,8272971658758121058530936060560257509358270635971114576034247276135631490657
০৮৫,107384270403614470807211572436140945883431410271164436611224597109157429824262
০৮৬,1570703543169028706366833930485401629328821869364794859520786671906818117184
০৮৭,22571290341395307863182308144456869511285897686744574534994335154383444359068
০৮৮,85569847310415981968064202125622271139158167672044476537867770311296374652581
০৮৯,107431930392733830792099656032266505515309195389955656789681151340789942323965
০৯০,64953633052817951842104673735842084465392613902348397111080672863600733493983
০৯১,75426957827867427024083421640217165436870491732189531048938122008667581712052
০৯২,63324806777174629165577205765513616972083432922848205509956091594083743762684
০৯৩,37394008942389576273774667219291807300664640872063736650969136540561658884395
০৯৪,68596307697847113481776562369729403379887999363550571693118902349978463012753
০৯৫,77439873181230572142014429916477944470198871554339601637065629715004398544690
০৯৬,84042185198939724537515952641562987406387823637601386787634945778978914930305
০৯৭,103571324158501586822401139917077101317052417227677478808093102311205761698334
০৯৮,71872597174157256609387484106969841133292305187225906834104478394470058650505
০৯৯,48561664776084081035761116599286695549346397402813407094685783444254999270853
১০০,95147942103168788186876555800850866698601212322463386601816157326543422554171
১০১,70726087080471024162817499695671386811707392039391453506587124481008637325019
১০২,82295867213133289568750627807779127958027662467049449973900160230071312118928
১০৩,88663966731295996266490765207529418849952402084229002867092220711568427588530
১০৪,50955367741357143709172709103159402949852601857797360410113024321358590370457
১০৫,18275699208967735511316881943452303859314090675208616203242885449181997762865
১০৬,75580180655101184354530744085974427000372233095416909017391761473153674850460
১০৭,90856597160894950161843846289487142807038155631916178498706272582541185858740
১০৮,80360754831013986015428540341119725946148007335580333547082930632343062244104
১০৯,46179909650395837743510462952535373837930724991686700836084095964937777416535
১১০,22745320213537785479282409927304399264346157789157016409952088682780212814115
১১১,103509615493904796467188660299455282435390016822509866519696445576687224113011
১১২,57885904028017461142898166522072406581701031346096344832989875815139451571394
১১৩,56905469837986285882035871709367782628837703288233633966206327708239818069377
১১৪,18473001639877420644020894243542558925951784174903788345033918778229517913700
১১৫,67304545689638377207068107872938276246025958293826099863941677310894954198645
১১৬,104962194488413045801789460778025964191485530807548590268040066760902099210086
১১৭,99939992135647678739283871016333379310124844108045035818868417642692336544013
১১৮,20811171967302104845002056749523447660910631570692434931715119098074173469805
১১৯,83039878961305394922993610890689594113326708286726699852469043328422698268293
১২০,22807655413669033013173165515888742195156659843953457993658762856304405175098
১২১,16957088398156982036324443079845283990655233958567103127503413284628067323559
১২২,80651870464413359917647199150552926176804971885767613083897785434653807907653
১২৩,65617148159225647327653592436449548192558024547958529357499906904126340747344
১২৪,42832060703235198964209539019905575115524661546216546979735304834882419595440
১২৫,29562340969510542047540056603933296952217400673588797383586042863180574958568
১২৬,46657307930945369326382026995600767750166948463456987076374955457229538743720
১২৭,109702795332589023480713347475515837425101985357665159164705422189648548324964
১২৮,113564280451920475769864619148039107108067012419761002252677087667292484949108
১২৯,82020390455023955026423364732487575424149047348378710458901204458772696255683
১৩০,8144408621771849814647881524606818256971753867575957760989405227896543580084
১৩১,51000645399520617904461651142976507372035930735049149033350211258295643565332
১৩২,43475123302586686411836783752857000238265072326558759663207450705462494960520
১৩৩,97469231099901080395371073405226096187876583998137073969691685225557371009692
১৩৪,50146934570002163966602200529301783302176769292309018389950139528567083301155
১৩৫,108090059522438330117042433230783874985188475389986964223103772443408713096647
১৩৬,55765722947209956899605086965540709125449985933449500273818509395658341949779
১৩৭,51057039500244047691851018202034279988918818737572187499239529229515804805407
১৩৮,52653930448916401589913890042485954229464031623376573950238202881295202814849
১৩৯,33006840627789796276860950600114733949057477394326317390800410875817127571516
১৪০,67389213587634064021946974483269778268800323085975015062539189993410702942970
১৪১,36260245180431951764416107121494491189629923987726905541807457901131991182081
১৪২,87744482294216887635937434146742677958656310264954763943593405007988681262738
১৪৩,76676745565155518873046670014848677877102699468409921116515851475050809841946
১৪৪,99855644844741293819421461824624881927117204329455526070414050874953539822363
১৪৫,71235959389864035633129970374935012402480283474643946949735241027704373037166
১৪৬,59556776613178322195052937535789013849658154868617569559908140678083641565194
১৪৭,73597750026049862391014485411600141607511199205485473124960271308291517688818
১৪৮,105416216345412196609346384125656629053542020558711351076555103298071620166504
১৪৯,81441088665611484059061960725918044720052417644132289224698571131176112767036
১৫০,71778490993761906823661476381287673355254514254745504301753229058013658067172
১৫১,51453271866560580916480621193830341295219334430677019867941946899464974569558
১৫২,84756872315830999893758211082818552851775079126457386017916776018699001098423
১৫৩,23455189004113078715805268733533395725668192969520732927726473120804079650158
১৫৪,40183891656657011234578541043355808810232141671421696692667284773622245960549
১৫৫,24485520428600487106893112804887328057513402955154253587484223374740570539889
১৫৬,115568324666467194322338308716174118453994410704178214942818298508269503737367
১৫৭,593856751108115136903503531997844759613924555282596840688770382695497921218
১৫৮,7141322582122087187789856239430454760234763336166989351683679110297496072456
১৫৯,2101553937836920131275045802492407432427171003061134978792598933378813315300
১৬০,30149550085823336510687074758460951121457793527833352802598546282601728531551
১৬১,43722125372270810926112834537619737438426361861816049480512623927624469342955
১৬২,2457937414152560478813452577997851430141479808623575177598989148721037637733
১৬৩,5044267119815533884040352577376633467322475698148387508889199840206004351861
১৬৪,59156786719423287861707867298822239666726896738085602269532909951492351490737
১৬৫,69275639377286282256737054874528905897035259609561983340671473904046586094459
১৬৬,42270571548006913800538340964772985901848293291959310992612150889387409433689
১৬৭,104004605317640012034397723513171029052134575873312884846432105704102264251251
১৬৮,59026695713261589664129708847636714612199006133127218389652633175601566533226
১৬৯,71388000907770190329399390129786656940305389076458627370286335585386985770653
১৭০,40841635748372627076648855346175080143562781410086211071114725228579086054857
১৭১,46112406282207062026246934977060028934248236197223232011031883341078561093910
১৭২,56860221972529289028155031309074368819057613597518862514364302970819228884126
১৭৩,112807750188835533386890602945388826689131633016061849926841737254335059529229
১৭৪,65990269322925853523305758832141670756983695260019360033243618408319496339694
১৭৫,90489983277912955415823180363674963962661320385834258515940376062430547782277
১৭৬,36960303011662671131442115401305573895184941064543667993140157798185113601161
১৭৭,46636499072720673467693740648901159262772166954509540842228108881235957535892
১৭৮,103532021343519488982059713683306711842693449008703864744653246928825998648569
১৭৯,53274844424195072102260427744415266630575401376858805770864789129141098996846
১৮০,40407834491209531813885643023821829507750314297330962632970440020543560206800
১৮১,54835366075851213229387649935699695839660050394023915684532058119512397506409
১৮২,103200492633656074832983949696453813662545655326131857038662684364337092530429
১৮৩,94064343807815108666973114536571128557395295383164630194799311941291344772348
১৮৪,109267928660464215748912871681733428696387103882240409514921157214128914650289
১৮৫,92887453096334262352509026477789510647370409266868689618422837944031584134397
১৮৬,103259534357389896913754872859538953657480637101354384678278607817158334142850
১৮৭,76647743746302416272006576444562544547193414084098013003669089713459437330689
১৮৮,3737406851802971096133721893458045047599482230382629742586578974106676533814
১৮৯,95948401952324647392302476830591127998821515248475791542270365327519964870525
১৯০,82202709199859587150635962236429449251292425679793407188877398345119252576304
১৯১,43158821801272698927688082860369725246103104225562160489213408466605090854975
১৯২,26840942992593512726398519638501282940301806602848018673356032425897423326615
১৯৩,114298127186096105563431083532692262589585981822110952932186174762470573334367
১৯৪,81293145195793232398561886477274800911245239337099185006668032119510255345950
১৯৫,16740168000641669608294205833347126355290014206568391689961498398691967506006
১৯৬,42770769924163376403604541787373703570278639269669032395751940459758655629989
১৯৭,104820472242331408992688696504869884362796862218786525865950376487294670092676
১৯৮,87945123468460679154973899081880736030409470133086555173856756000165247212448
১৯৯,8230539092187967221934121052615462282264641900624873216396474421960105080931
২০০,115568068629979326917228742014098177465601961063068627103378883456089019018742
২০১,25705879679843961344324391570713560151067121339404877940454291752904528001683
