௦௦௦,96300873965089374672321788044621088712266140161059176240610435031056389595193
௦௦௧,2764625590878742171829884593781617951694043523590011225652797680668034832534
௦௦௨,19927390821108759087853641860742354996623979294432861187422037792134402310068
௦௦௩,77116611549783896675667195906236032020418244826628536063017338183643782199773
௦௦௪,57119823338666273032152160011063827548085310290432516147449738038242355316856
௦௦௫,95251532381726857405991800417675196917307188406692682090500541743620641941983
௦௦௬,25275842923566465353398359494468412032930108710847628973449559298007311916005
௦௦௭,75835890119787738762592333950337585091578871402858196629022286364738716280278
௦௦௮,52221558337056201969508447630699986230606510117738283814576518921816403752315
௦௦௯,27603508494857521940408183822515983768709492012928111035491943645583171111799
௦௦௰,61819943341444562133754717577614139054709746363081506869929770646119291056179
௦௰௧,44858664017017425714486848359859998453559884599889218009540722545232905761785
௦௰௨,74173390443212824273187213099794238209785966087858953480267868102537843884001
௦௰௩,86220287656209550995304731880199168077941072037589644285691008018978681880799
௦௰௪,44134809029328952014140342131807124462069974125076690337002509045788604956966
௦௰௫,23780159792100534794057563967831840739612061190215044361552009213430661568706
௦௰௬,2767650344460148005379765680174439012462186040300820762848280403022065867063
௦௰௭,101130320048030944297733738090946993148305900253997067166841468289531788255545
௦௰௮,48712587657640465508557929123419536798231122152350373279010040605157741681357
௦௰௯,68201474241537450277447146827718711529163662531715659666490091127437112905558
௦௨௰,68140090237407579978776947265390597896383745979273650191048835894588958971468
௨௰௧,25982977968931106668108285177539490822927667850643751014653018915137552776796
௨௰௨,93319586859312109488512105079886551624054572986581941886085740164894423544853
௨௰௩,68937086563465792226608810953439374150358009564981039607083479986791531995417
௨௰௪,64205758382911025841593498589261977561760580640966111254812695648376481208692
௨௰௫,4215841913773090470704677854947876049635066833036791630697785949891656644374
௨௰௬,96414696922042732814370437911891744223472269023462450271257126793135910619468
௨௰௭,11998607872569470062932257810254621178247519702215637521532563754935978281236
௨௰௮,112890068793982667389892911433926687831116137818307717934338709042431701478766
௨௰௯,73208272590710071573185188197599664998796607145205809674375390221410564090828
௦௩௰,19076933711467729608457624251937666570476788984659034292532152700504302341226
௩௰௧,80129249037133880365512075606305881515722462402982502034839569547977887996709
௩௰௨,59181748376163743952978595358039816767855400349545535848332354666362686734378
௩௰௩,100599387699246945387624406939786302635912008836146671676008801493224033778692
௩௰௪,76180057408466015470000750693300716626595485909963746049890845188309181070736
௩௰௫,113215621915382978736771674252610335230403622424062803446605505608321496789789
௩௰௬,91084234193346672024091696286993924016787506741932630905363182205656376141775
௩௰௭,48626527219356168762535880613585036679322572551667103336964308401582788758772
௩௰௮,35118565916363283844869241462260149772652489688217453854369617376998603597800
௩௰௯,55687044807738570136416226191472573639542635043763457953125765717265741410343
௦௪௰,31004622494357829179805422491552277778827943165089266574481307446022765781249
௪௰௧,34638315466680354718962569740540864909708917931897707001241917155723237338317
௪௰௨,31777364937393628520952016150942825634112364495689343624898659286136038808024
௪௰௩,32976117669490752671425524453555587427700530453416033551375378688934396209292
௪௰௪,14317433440437876856536393991468667045596253553383023297325082136097878187007
௪௰௫,91211295900992446114691742852276059309035103018590884109974821049865289529043
௪௰௬,61914600691298815325191209041341005080730697090018759344935697848205891493546
௪௰௭,15076898744848117380218754654573770892504239464576076073103557292700219894755
